ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6438828,Source1,2,2021-02-01 02:37:11,2021-02-01 04:16:15,39.328211,-77.70480699999997,39.320031,-77.730987,1.509,Incident on US-340 WB near LANDER RD Drive with caution.,US-340 E,Knoxville,Washington,MD,21758,US,US/Eastern,KFDK,2021-02-01 02:35:00,28.0,18.0,93.0,29.57,5.0,N,12.0,0.0,Wintry Mix,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1979532,Source2,2,2019-07-21 03:52:04,2019-07-21 04:21:15,38.023727,-122.53843700000002,,,0.0,Two lanes blocked due to traffic break and accident on US-101 Northbound after Smith Ranch Rd.,Redwood Hwy,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2019-07-21 03:55:00,52.0,52.0,100.0,29.81,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4479565,Source1,2,2022-11-18 11:58:33,2022-11-18 12:21:00,30.349829,-91.026074,30.346047,-91.030155,0.357,Slow traffic on LA-427 - LA-42 from US-61/Airline Hwy (West) (Highland Rd/LA-42) to I-10 (Highland Rd/LA-42) due to accident., Highland Rd,Baton Rouge,East Baton Rouge,LA,70810-3906,US,US/Central,KBTR,2022-11-18 11:53:00,55.0,55.0,33.0,30.27,10.0,E,8.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-5971490,Source1,2,2021-05-18 03:50:00.000000000,2021-05-18 18:28:59.000000000,33.989208000000005,-118.062964,33.990386,-118.064699,0.128,Stationary traffic on CA-72 from Broadway (Whittier Blvd) to I-605 (Whittier Blvd) due to accident., Whittier Blvd,Whittier,Los Angeles,CA,90606-1402,US,US/Pacific,KEMT,2021-05-18 03:53:00,61.0,61.0,83.0,29.9,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7589712,Source1,2,2018-04-04 06:23:39,2018-04-04 12:23:39,40.83528,-73.86706,40.83634,-73.87236999999998,0.287,At Bronx River Pky/Exit 4B - Accident. Right lane blocked.,Cross Bronx Expy W,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2018-04-04 06:44:00,44.1,40.1,93.0,29.62,0.5,ESE,6.9,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7619810,Source1,2,2018-02-14 17:49:50,2018-02-14 23:49:50,38.76739,-90.41209,38.77293,-90.39992,0.759,At MO-370/Missouri Bottom/Exit 22 - Accident. Right lane blocked.,I-270 N,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,2018-02-14 17:51:00,63.0,,67.0,29.93,10.0,SSW,11.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-443717,Source2,3,2017-05-15 17:33:37,2017-05-15 18:17:59,33.742832,-84.403595,,,0.0099999997764825,#2 &amp; #3 &amp; #4 lane blocked due to serious accident on I-20 Eastbound before Exit 56A McDaniel St.,GA-402 W,Atlanta,Fulton,GA,30312,US,US/Eastern,KATL,2017-05-15 17:52:00,86.0,,36.0,29.94,10.0,Variable,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7610024,Source1,4,2018-03-25 04:50:24,2018-03-25 10:50:24,36.19185,-86.7802,36.19483,-86.77556,0.331,Ramp closed to I-65 - Road closed due to accident. Overturned vehicle.,I-65 N,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2018-03-25 04:53:00,46.0,41.4,89.0,29.95,10.0,NNE,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1316169,Source2,3,2020-09-28 07:13:14,2020-09-28 08:27:59,40.162834,-75.121101,,,0.0,Left lane blocked due to accident on I-276 Eastbound around Exit 343 PA-611 Easton Rd.,I-276 W,Willow Grove,Montgomery,PA,19090,US,US/Eastern,KPNE,2020-09-28 07:25:00,70.0,70.0,93.0,29.79,8.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1328682,Source2,2,2020-10-06 05:49:58,2020-10-06 07:07:24,38.635277,-121.388649,,,0.0,#2 and #3 lane blocked due to recovery work and accident on I-80-BR Northbound near Exit 14A Auburn Blvd.,Capital City Fwy E,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,2020-10-06 05:49:00,52.0,52.0,62.0,29.85,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5933943,Source1,2,2021-06-20 00:58:00,2021-06-20 01:31:00,39.801996946145046,-75.45093655550265,39.75519694614505,-75.49699655550265,4.053999999999999,Slow traffic on I-495 S from US-13/Philadelphia Pike/Exit 5 (I-495) to US-13/Exit 4 (I-495) due to accident.,I-495,Claymont,New Castle,DE,19703,US,US/Eastern,KILG,2021-06-20 00:51:00,70.0,70.0,87.0,29.76,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3204749,Source2,3,2017-11-24 21:59:25,2017-11-24 22:27:53,32.497295,-82.978661,,,0.0,Lane blocked due to accident on I-16 Westbound at Exit 49 GA-257.,GA-404 W,Dublin,Laurens,GA,31021,US,US/Eastern,KEZM,2017-11-24 21:55:00,41.2,,77.0,30.02,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4695752,Source1,2,2023-01-18 07:43:00.000000000,2023-01-18 10:30:37.000000000,40.817651,-77.819497,40.815482,-77.82306,0.239,Multi vehicle crash on PA 26 southbound between RANDY LN and SPRING HILL LN. There is a lane restriction., E College Ave,State College,Centre,PA,16801-7010,US,US/Eastern,KUNV,2023-01-18 07:53:00,41.0,34.0,81.0,28.5,10.0,WNW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116277,Source2,2,2016-12-01 20:03:52,2016-12-01 20:46:54,25.811172,-80.386261,,,0.01,2 left lane blocked due to accident on FL-821 Floridas Turnpike Northbound after Exit 29 / 41st St.,Florida's Tpke N,Miami,Miami-Dade,FL,33182,US,US/Eastern,KMIA,2016-12-01 20:07:00,78.1,,90.0,30.0,10.0,SSE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1952126,Source2,3,2019-07-05 06:59:01,2019-07-05 09:22:49,40.47794,-74.406509,,,0.0,Left hand shoulder blocked due to accident on \tNew Jersey Turnpike (Inner Roadway) Southbound after Exit 9 NJ-18.,New Jersey Tpke S,East Brunswick,Middlesex,NJ,08816,US,US/Eastern,KLDJ,2019-07-05 06:55:00,74.0,74.0,84.0,30.13,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4550979,Source1,2,2023-02-20 16:31:00,2023-02-20 17:31:00,35.97006500000001,-79.05948000000002,35.971429,-79.062783,0.207,The right shoulder is closed on the Exit 266 (NC 86) ramp. ,I-40 W,Chapel Hill,Orange,NC,27514,US,US/Eastern,KIGX,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7273620,Source1,2,2020-02-23 17:58:00,2020-02-23 18:33:17,37.131478,-121.6333,37.131478,-121.6333,0.0,At Dunne Ave - Accident.,S Valley Fwy N,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4432378,Source1,2,2022-08-17 14:06:11,2022-08-17 19:16:54,41.059029,-73.838321,41.102835,-74.003906,9.14,Slow traffic on New York State Trwy N - I-87 N - I-287 W from I-87/I-287 (Irvington) (I-287/I-87) to NY-59/Exit 14 (I-287/I-87) due to accident.,I-287 W,Tarrytown,Westchester,NY,10591,US,US/Eastern,KHPN,2022-08-17 13:56:00,75.0,75.0,60.0,29.51,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1111692,Source2,2,2021-03-22 15:24:38,2021-03-22 15:54:15,34.134834000000005,-117.635841,,,0.0,#3 lane blocked due to accident on CA-210 Eastbound at Campus Ave.,N Campus Ave,Upland,San Bernardino,CA,91784,US,US/Pacific,KONT,2021-03-22 15:53:00,67.0,67.0,44.0,28.98,10.0,SW,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7104409,Source1,2,2020-06-20 22:49:00,2020-06-21 01:20:37,33.392072,-117.174211,33.392072,-117.174211,0.0,At US-395/Mission Rd - Accident.,Escondido Fwy S,Fallbrook,San Diego,CA,92028,US,US/Pacific,KNFG,2020-06-20 22:55:00,66.0,66.0,70.0,29.92,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6958100,Source1,2,2020-12-24 20:14:00,2020-12-25 01:45:27,35.057369,-118.967617,35.060485,-118.968597,0.222,Incident on CA-99 NB near CA-166 Expect delays.,CA-99 N,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,2020-12-24 19:54:00,55.0,55.0,30.0,29.66,9.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-723902,Source2,3,2022-02-03 07:38:34,2022-02-03 08:08:09,39.80085,-105.02494,,,0.0,Right lane blocked due to accident on I-76 Eastbound at Exit 3 / US-287 Federal Blvd.,I-76 W,Denver,Adams,CO,80221,US,US/Mountain,KBJC,2022-02-03 07:50:00,-2.0,-2.0,85.0,24.45,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5265823,Source1,2,2022-01-05 06:57:00,2022-01-05 08:14:33,35.390515,-119.083272,35.390549,-119.087227,0.223,Incident on DOWNING AVE near HENRY LN Drive with caution., Downing Ave,Bakersfield,Kern,CA,93308-5010,US,US/Pacific,KBFL,2022-01-05 06:54:00,46.0,43.0,83.0,29.77,7.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1106564,Source2,2,2021-03-25 17:01:02,2021-03-25 17:48:11,30.42403,-91.156509,,,0.0,Accident on I-10 Eastbound at Exit 157A Perkins Rd.,Ferndale Ave,Baton Rouge,East Baton Rouge,LA,70808-2226,US,US/Central,KBTR,2021-03-25 17:02:00,77.0,77.0,82.0,29.69,10.0,SSW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2496333,Source2,3,2018-10-03 05:36:08,2018-10-03 06:22:00,47.243675,-122.435104,,,0.7300000190734863,Exit ramp from I-705 Southbound to WA-509 lane blocked due to accident.,I-705 S,Tacoma,Pierce,WA,98402,US,US/Pacific,KTIW,2018-10-03 05:53:00,45.0,,97.0,30.03,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4630123,Source1,2,2022-02-08 17:26:00,2022-02-08 18:46:22,28.571373,-81.37625600000001,28.571365000000004,-81.37643100000003,0.011,Incident on FL-438 WB near I-4 Expect long delays.,E Princeton St,Orlando,Orange,FL,32804,US,US/Eastern,KORL,2022-02-08 17:53:00,54.0,54.0,90.0,30.0,10.0,N,8.0,0.01,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5026299,Source1,2,2022-04-20 10:27:00,2022-04-20 11:46:39,41.755846738616206,-71.47967934574375,41.75512673861621,-71.48276934574375,0.1669999999999999,Incident on RI-37 WB near I-295 Drive with caution.,3B,Cranston,Providence,RI,02920,US,US/Eastern,KPVD,2022-04-20 10:51:00,52.0,52.0,38.0,30.16,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-300415,Source2,2,2016-06-21 14:41:06,2016-06-21 15:11:06,32.880238,-96.769539,,,0.0,Accident on Central Expy Southbound at Walnut Hill Ln.,N Central Expy,Dallas,Dallas,TX,75231,US,US/Central,KDAL,2016-06-21 14:53:00,96.1,,38.0,30.04,10.0,WSW,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3490901,Source1,3,2016-08-18 09:36:04,2016-08-18 15:36:04,25.9271,-80.22164000000002,25.92729,-80.21669,0.308,At 12th Ave - Accident.,Palmetto Expy N,Miami,Miami-Dade,FL,33169,US,US/Eastern,KHWO,2016-08-18 09:53:00,84.9,,74.0,30.11,10.0,East,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7490546,Source1,4,2018-12-26 09:51:15,2018-12-26 10:20:49,41.18073,-88.32285999999998,41.653294,-88.130101,34.144,Closed between IL-53/Exit 227 and Weber Rd/Exit 263 - Road closed due to accident.,I-55 N,Gardner,Grundy,IL,60424,US,US/Central,KC09,2018-12-26 09:55:00,36.1,32.3,94.0,30.44,7.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3757666,Source1,2,2022-01-16 21:26:02,2022-01-17 00:28:09,41.818524598875904,-74.05638098681422,41.843954598875904,-74.05897098681422,1.7619999999999998,NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway northbound at After Exit 15A (I-87) - Suffern (Rte 17N - Route 59) starting 9:26 PM 01/16/2022 [CARS CAD-220160397],New York State Thruway,Tillson,Ulster,NY,12486,US,US/Eastern,KPOU,2022-01-16 21:32:00,22.0,13.0,89.0,29.8,0.5,N,7.0,0.02,Snow,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7464306,Source1,2,2019-01-16 10:03:44,2019-01-16 14:03:44,45.5284,-122.65357,45.52969,-122.648329,0.269,At Lloyd Blvd/Exit 1 - Accident., NE 12th Ave,Portland,Multnomah,OR,97232-2274,US,US/Pacific,KPDX,2019-01-16 09:53:00,42.1,35.2,60.0,29.83,10.0,ESE,12.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4035896,Source1,2,2022-11-19 10:52:00.000000000,2022-11-19 13:11:38.000000000,34.005531,-117.82886,34.005185,-117.829276,0.034,Accident on Orange Fwy S - Pomona Fwy W - CA-57 S - CA-60 W from Grand Ave (CA-60/CA-57) to CA-60 (Diamond Bar) (South)/CA-57 (CA-60/CA-57).,CA-60 W,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2022-11-19 10:47:00,,,,29.02,10.0,WSW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5590226,Source1,2,2021-05-24 09:37:00,2021-05-24 17:03:00,38.560071,-121.478187,38.562686,-121.488944,0.609,Slow traffic on CA-16 W - US-50 W - I-80 Bus W - CA-99 N from P St (I-80 Bus) to 16th St (I-80 Bus) due to accident., 26th St,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2021-05-24 09:53:00,67.0,67.0,54.0,30.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5822221,Source1,2,2021-09-17 05:54:30,2021-09-17 08:16:30,29.606084000000006,-95.20524,29.586713,-95.184663,1.822,Stationary traffic on I-45 S from Fuqua St/Exit 33 (I-45) to Dixie Farm Rd/Exit 30 (I-45) due to accident.,I-45 S,Houston,Harris,TX,77034,US,US/Central,KHOU,2021-09-17 05:53:00,74.0,74.0,91.0,29.86,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5805801,Source1,2,2021-12-23 17:03:17,2021-12-23 19:05:26,28.259749,-81.436207,28.260315,-81.437122,0.068,Stationary traffic on US-92 W - US-17 S from Fern Dr to Village Oak Ln due to accident., Pleasant Hill Rd,Kissimmee,Osceola,FL,34746,US,US/Eastern,KISM,2021-12-23 16:56:00,69.0,69.0,53.0,30.08,10.0,NE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5901221,Source1,2,2021-11-02 17:03:00,2021-11-02 18:25:17,37.631292,-122.078011,37.631266,-122.077052,0.053,Incident on W TENNYSON RD near HOUSE 1220 Drive with caution., W Tennyson Rd,Hayward,Alameda,CA,94544-4424,US,US/Pacific,KHWD,2021-11-02 16:54:00,68.0,68.0,70.0,30.11,10.0,W,9.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2323111,Source2,2,2019-01-07 19:11:26,2019-01-07 19:41:09,34.396584000000004,-119.511597,,,0.0,Accident on US-101 Northbound at Exit 86A CA-224 Casitas Pass Rd.,Casitas Pass Rd,Carpinteria,Santa Barbara,CA,93013,US,US/Pacific,KSBA,2019-01-07 18:53:00,57.0,,89.0,30.19,10.0,East,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3190549,Source2,3,2017-11-16 17:40:42,2017-11-16 18:10:19,37.516037,-121.940689,,,0.0,Accident on I-680 Southbound after Auto Mall Pkwy.,I-680 S,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2017-11-16 17:56:00,55.9,,97.0,29.92,10.0,North,4.6,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3805547,Source1,2,2022-07-26 17:16:30,2022-07-26 18:33:12,35.83692999999999,-78.663241,35.814596,-78.605336,3.592,Stationary traffic on US-1 N - I-440 E from US-70/NC-50/Glenwood Ave/Exit 7 (I-440) to US-401/US-1/Capital Blvd/Exit 11 (I-440) due to accident.,I-440 E,Raleigh,Wake,NC,27609,US,US/Eastern,KRDU,2022-07-26 16:51:00,76.0,76.0,97.0,29.61,10.0,SW,9.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-813132,Source2,3,2021-11-18 18:19:37,2021-11-18 19:05:19,40.335148,-104.980141,,,0.0,Lane blocked due to accident on I-25 Southbound at Exit 252 CO-60.,I-25 N,Johnstown,Weld,CO,80534,US,US/Mountain,KFNL,2021-11-18 17:56:00,33.0,33.0,42.0,25.04,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4260356,Source1,2,2022-10-17 08:31:00.000000000,2022-10-17 09:02:00.000000000,37.316942,-121.927507,37.317165,-121.943381,0.872,Slow traffic on Junipero Serra Fwy N - Sinclair Fwy N - I-280 N from Meridian Ave (I-280) to I-880/CA-17 (I-280) due to accident.,I-280,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2022-10-17 08:53:00,58.0,58.0,75.0,30.05,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1257650,Source2,3,2020-11-20 15:47:09,2020-11-20 17:02:16,30.375101,-81.552971,,,0.0,Left lane blocked due to accident on I-295 Southbound at Dames Point Bridge.,E Beltway S,Jacksonville,Duval,FL,32277,US,US/Eastern,KCRG,2020-11-20 15:53:00,69.0,69.0,87.0,30.32,10.0,NE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5927116,Source1,2,2021-06-06 14:34:16.000000,2021-06-06 20:38:13.000000,33.755765999999994,-79.185733,33.757667,-79.186902,0.148,Incident on PEE DEE HWY near PAULEY SWAMP RD Drive with caution., Pee Dee Hwy,Conway,Horry,SC,29527-7344,US,US/Eastern,KHYW,2021-06-06 14:35:00,72.0,72.0,100.0,30.11,5.0,CALM,0.0,0.03,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6806442,Source1,2,2020-10-22 00:00:00,2020-10-22 04:17:19,29.70560900000001,-95.301815,29.705222,-95.301046,0.053,Incident on GULF FWY SB near GULFLOW Drive with caution., Gulflow St,Houston,Harris,TX,77087,US,US/Central,KHOU,2020-10-22 00:53:00,74.0,74.0,91.0,29.93,10.0,SE,3.0,0.0,Shallow Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6769453,Source1,2,2020-11-02 02:22:00,2020-11-02 05:32:12,36.699437,-119.536933,36.699446,-119.538486,0.086,IFO 14116 E ANNADALE. VEH VS COW, E Annadale Ave,Sanger,Fresno,CA,93657-9515,US,US/Pacific,KFAT,2020-11-02 01:53:00,59.0,59.0,46.0,29.75,2.0,W,3.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7136709,Source1,3,2020-03-25 13:38:08,2020-03-25 14:13:06,41.93697,-88.08017,41.93697,-88.08017,0.0,At CR-11/E Army Trail Rd - Accident., Bloomingdale Rd,Glendale Heights,Dupage,IL,60139-1851,US,US/Central,KDPA,2020-03-25 13:52:00,49.0,44.0,74.0,29.11,9.0,S,13.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7517875,Source1,3,2018-10-11 17:29:25,2018-10-11 17:58:45,47.606913,-122.332083,47.607022,-122.332195,0.009,At I-5/I-5 Express Ln/5th Ave/6th Ave - Accident. Right lane blocked., 5th Ave,Seattle,King,WA,98104-1117,US,US/Pacific,KBFI,2018-10-11 17:53:00,60.1,,62.0,30.1,10.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2234821,Source2,3,2019-03-21 23:37:30,2019-03-22 01:13:55,37.32692700000001,-121.881706,,,0.0,First lane closed due to multi-vehicle accident on I-280 Southbound at Reed St. On the median.,I-280 N,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2019-03-21 23:53:00,48.9,,80.0,30.17,10.0,SE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6770678,Source1,2,2020-11-18 02:57:00,2020-11-18 04:37:23,43.293653000000006,-75.184067,43.288863,-75.183327,0.333,Incident on RT-12 near RT-365 Expect long delays., State Route 12,Remsen,Oneida,NY,13438-3613,US,US/Eastern,KRME,2020-11-18 02:53:00,21.0,8.0,65.0,29.79,10.0,NNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-272749,Source2,2,2017-01-24 08:30:01,2017-01-24 08:59:17,29.859091,-95.362801,,,0.01,Right hand shoulder blocked and left lane blocked due to accident on Hardy Rd Southbound at Parker Rd.,W Hardy Rd,Houston,Harris,TX,77076,US,US/Central,KIAH,2017-01-24 08:53:00,64.0,,80.0,29.83,10.0,South,9.2,,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-1853131,Source2,2,2019-11-30 14:15:44,2019-11-30 15:02:20,35.385277,-119.044624,,,0.0,#1 lane blocked due to accident on CA-99 Southbound at Exits 26 26A 26B CA-178 Rosedale Hwy.,CA-99 S,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,2019-11-30 13:54:00,53.0,53.0,47.0,29.58,10.0,ESE,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7393099,Source1,2,2019-09-21 11:10:00,2019-09-21 14:24:32,37.328879,-121.870253,37.328879,-121.870253,0.0,At 11th St/Exit 1 - Accident.,I-280 N,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2019-09-21 10:53:00,77.0,77.0,39.0,29.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2794518,Source2,3,2018-05-01 11:18:16,2018-05-01 11:47:54,41.120499,-73.37442800000002,,,3.609999895095825,Left lane closed due to accident on I-95 Southbound between Exit 18 Sherwood Island Connector and Exit 17 CT-33 Saugatuck Ave.,Governor John Davis Lodge Tpke,Westport,Fairfield,CT,06880,US,US/Eastern,KBDR,2018-05-01 10:52:00,55.9,,51.0,30.07,10.0,SW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7365831,Source1,2,2019-11-01 16:20:00,2019-11-01 16:53:45,34.093974,-117.20064,34.093974,-117.20064,0.0,At San Bernardino Ave - Accident.,CA-210 E,Redlands,San Bernardino,CA,92374,US,US/Pacific,KSBD,2019-11-01 15:50:00,84.0,84.0,4.0,28.81,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4759391,Source1,2,2022-03-23 09:41:30,2022-03-23 11:52:19,34.09179,-118.30919,34.090767,-118.308503,0.081,Slow traffic on CA-2 at US-101 S due to accident., Virginia Ave,Los Angeles,Los Angeles,CA,90038-2906,US,US/Pacific,KCQT,2022-03-23 09:47:00,76.0,76.0,23.0,29.92,10.0,VAR,6.0,0.0,Fair,True,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-53141,Source2,3,2016-11-30 20:32:52,2016-11-30 21:17:22,33.73938,-117.833916,,,0.01,#1 lane blocked due to accident and vehicles spun around on I-5 Southbound before CA-55.,CA-55 S,Tustin,Orange,CA,92780,US,US/Pacific,KSNA,2016-11-30 20:53:00,54.0,,77.0,30.0,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6740595,Source1,2,2020-11-04 19:05:58.000000000,2020-11-04 20:45:03.000000000,32.778658,-96.861313,32.778646,-96.860859,0.026,Incident on SINGLETON BLVD near FISH TRAP RD Expect long delays., Singleton Blvd,Dallas,Dallas,TX,75212-3736,US,US/Central,KDAL,2020-11-04 18:53:00,70.0,70.0,46.0,29.61,10.0,SSE,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5196878,Source1,2,2023-02-16 13:43:00,2023-02-16 16:22:07,34.02833819,-118.03551078,34.04480819,-118.00951078,1.874,Accident on San Gabriel River Fwy N - I-605 N from Peck Road exit [18] to exit [21].,I-605,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2023-02-16 13:53:00,68.0,68.0,11.0,30.07,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4505029,Source1,2,2022-01-31 10:23:00.000000000,2022-01-31 12:37:28.000000000,40.766031,-124.177753,40.76601,-124.176624,0.059,Accident from Meyers Ave to Union St., Meyers Ave,Eureka,Humboldt,CA,95503-5958,US,US/Pacific,KEKA,2022-01-31 09:53:00,49.0,45.0,74.0,30.12,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
